	ncbitaxon	rhea	predicate	chebi	uniprotkb
3954	NCBITaxon:9606	RHEA:40475	biolink:has_participant	CHEBI:17968	UniprotKB:E5RJI0
3955	NCBITaxon:1487923	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A099SGC4
3956	NCBITaxon:1487923	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A099RVI8
3957	NCBITaxon:1385512	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0A5GCI0
3958	NCBITaxon:1423	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0D1JGF2
3960	NCBITaxon:2053527	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A6I7LUP9
3961	NCBITaxon:2053494	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A6I7NNW0
3962	NCBITaxon:1263062	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:R5LD67
3963	NCBITaxon:1161902	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:W2BYQ0
3965	NCBITaxon:1903056	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A328A634
3966	NCBITaxon:2052148	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A350HAB4
3967	NCBITaxon:2053627	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A356UAZ3
3968	NCBITaxon:2794590	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A8I1GKM8
3969	NCBITaxon:1879010	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A8T5XM77
3970	NCBITaxon:2763667	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A926F003
3971	NCBITaxon:2763667	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A926F3Z5
3972	NCBITaxon:2763675	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A926F6Z5
3973	NCBITaxon:1896968	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1Q6E5R1
3974	NCBITaxon:339658	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A243A5T2
3975	NCBITaxon:1898104	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C3HZJ7
3976	NCBITaxon:2599925	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C8LY61
3977	NCBITaxon:690567	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0E4GB73
3979	NCBITaxon:1898203	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3D2I1C4
3980	NCBITaxon:1972642	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3D2QPT0
3981	NCBITaxon:302167	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3E0WJD5
3982	NCBITaxon:2292908	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A417V6Q1
3983	NCBITaxon:1288	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A418IL66
3984	NCBITaxon:2093811	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A970K8H9
3985	NCBITaxon:1898207	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A970K5M1
3986	NCBITaxon:2030927	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A970LB50
3987	NCBITaxon:2030927	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A970NXX3
3988	NCBITaxon:1898207	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A970PMA5
3989	NCBITaxon:2044937	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D5JZI7
3990	NCBITaxon:2049044	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D5N6V2
3991	NCBITaxon:2049044	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D5N9L3
3992	NCBITaxon:2840770	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D9EP47
3993	NCBITaxon:2049048	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D9PZ18
3994	NCBITaxon:2049048	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D9Q5H8
3995	NCBITaxon:1872455	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2G2MFR3
4000	NCBITaxon:1734398	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A101VYA5
4001	NCBITaxon:1734399	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A101WME4
4002	NCBITaxon:1734399	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A101WQC5
4003	NCBITaxon:1797352	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1F3KTA2
4004	NCBITaxon:1797343	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1F3LAL3
4005	NCBITaxon:2030927	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A959V886
4006	NCBITaxon:2049431	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A972BLP1
4008	NCBITaxon:2838633	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D2HJM3
4009	NCBITaxon:2838457	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D2J8B6
4010	NCBITaxon:2231116	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A975LFS7
4011	NCBITaxon:2838605	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D2M4N2
4012	NCBITaxon:2052184	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9E0PDE6
4013	NCBITaxon:2049040	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9E1M6F2
4014	NCBITaxon:291989	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A5S5AUV3
4015	NCBITaxon:2586642	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A5S5MDF4
4016	NCBITaxon:28240	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A660R5Z7
4017	NCBITaxon:28240	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A660RIH6
4018	NCBITaxon:2052148	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A660SL06
4019	NCBITaxon:2202144	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A660SZJ5
4020	NCBITaxon:2026760	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A660XKL6
4021	NCBITaxon:883812	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A226QLQ0
4022	NCBITaxon:999898	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0J1FI26
4023	NCBITaxon:476652	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0J1IHC8
4024	NCBITaxon:1684312	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0M0T1Q5
4026	NCBITaxon:1898203	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A352SHJ6
4027	NCBITaxon:2283433	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A370APW1
4028	NCBITaxon:2030927	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A352YTH9
4029	NCBITaxon:1869227	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A938SWB9
4030	NCBITaxon:2093811	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A942KU53
4031	NCBITaxon:1872455	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A942LDL8
4032	NCBITaxon:2268201	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A966D443
4033	NCBITaxon:1898207	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A970G251
4034	NCBITaxon:1879010	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A970STU0
4035	NCBITaxon:1396	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2B9Q0S4
4036	NCBITaxon:1396	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2C1DMY9
4038	NCBITaxon:2030927	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A8I2A9S5
4039	NCBITaxon:2935859	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A8U0GQ29
4040	NCBITaxon:2764176	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A927IXK5
4041	NCBITaxon:2756	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1D2L7A5
4042	NCBITaxon:1855344	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1G8AVK1
4043	NCBITaxon:1121419	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1G8KC66
4046	NCBITaxon:93974	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1H8P2Q1
4047	NCBITaxon:240302	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1I3PPN7
4048	NCBITaxon:2052148	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C4THD5
4049	NCBITaxon:2052143	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C4V672
4050	NCBITaxon:693075	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C4XZ87
4051	NCBITaxon:2762329	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7G7UI01
4052	NCBITaxon:221109	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:Q8CXE5
4053	NCBITaxon:273068	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:Q8R832
4054	NCBITaxon:1388761	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:U5CPT9
4055	NCBITaxon:1345695	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:U5MX30
4056	NCBITaxon:1898204	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3D5NP52
4057	NCBITaxon:2489213	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3G8YE80
4058	NCBITaxon:2212469	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3N9NP57
4059	NCBITaxon:1898207	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A972I2P6
4060	NCBITaxon:2840927	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D1FEQ4
4061	NCBITaxon:2840929	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D1G870
4062	NCBITaxon:2748177	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A851IFI1
4063	NCBITaxon:1502	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A8H9QXB7
4064	NCBITaxon:1962974	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A8J8HIU4
4065	NCBITaxon:77777	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A920BSD3
4066	NCBITaxon:1761751	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1I6Q870
4067	NCBITaxon:1155944	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1I6TU04
4068	NCBITaxon:1121395	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1M7SC49
4069	NCBITaxon:1121395	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1M7SXW1
4070	NCBITaxon:1288971	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1M4PMQ2
4071	NCBITaxon:1642647	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1R3T453
4072	NCBITaxon:1852831	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1V6B3B3
4073	NCBITaxon:1852807	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1V6BLS0
4074	NCBITaxon:1965587	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1Y4HZX8
4075	NCBITaxon:1965578	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1Y4K5M3
4077	NCBITaxon:1491	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A6B4FQM6
4078	NCBITaxon:2714947	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A6G8AXI5
4079	NCBITaxon:1202667	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:J9DGT3
4080	NCBITaxon:385025	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:K0C1V7
4081	NCBITaxon:290397	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:Q2ILY5
4082	NCBITaxon:1235785	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:R9GYL9
4083	NCBITaxon:1216932	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:W6RY04
4084	NCBITaxon:1265822	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:W7DQ10
4085	NCBITaxon:1409	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3C2CVK5
4086	NCBITaxon:1898203	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3D0DNM6
4087	NCBITaxon:1720294	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3E3INZ5
4088	NCBITaxon:515621	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3F3ABX5
4089	NCBITaxon:853	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3F3K4I1
4090	NCBITaxon:1776384	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A415DWY2
4091	NCBITaxon:1776384	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A415E1E2
4092	NCBITaxon:2485925	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A928LXW6
4093	NCBITaxon:2485925	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A928MB50
4094	NCBITaxon:2485925	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A928QNS1
4095	NCBITaxon:1971630	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A256W835
4096	NCBITaxon:2024554	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A265NDA2
4097	NCBITaxon:1871037	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2A4TPT5
4098	NCBITaxon:46206	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2G3DUN5
4099	NCBITaxon:2030808	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2G6BQE8
4100	NCBITaxon:2044940	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7Z9XC65
4101	NCBITaxon:1256200	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A8E0IIC7
4102	NCBITaxon:1402860	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0V8HM07
4103	NCBITaxon:1197717	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1B2I601
4104	NCBITaxon:2053509	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A523RQX6
4105	NCBITaxon:2528828	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A523T056
4106	NCBITaxon:2053527	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A523WH11
4107	NCBITaxon:2528828	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A523Z485
4108	NCBITaxon:2528828	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A523Z5W0
4109	NCBITaxon:345631	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A562VJ21
4110	NCBITaxon:641491	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:F0JHU0
4111	NCBITaxon:858215	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:F6BHR4
4112	NCBITaxon:207559	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:Q30WM4
4113	NCBITaxon:269799	RHEA:79179	biolink:has_participant	CHEBI:17968	UniprotKB:Q39QF7
4114	NCBITaxon:1262782	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:R6DVY1
4115	NCBITaxon:1141106	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A380G856
4116	NCBITaxon:2485925	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A380REG1
4117	NCBITaxon:2292949	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3A5SJD0
4118	NCBITaxon:2292921	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3A6AAI5
4119	NCBITaxon:2302957	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3A6E8M9
4120	NCBITaxon:2302943	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3A6JJW3
4121	NCBITaxon:2211183	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3E2B3U7
4122	NCBITaxon:853	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3E2U2J4
4123	NCBITaxon:214853	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3E3DVU8
4124	NCBITaxon:2212469	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3M1P0A4
4125	NCBITaxon:2382230	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3N0ZR66
4127	NCBITaxon:2491043	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3P1Z8N8
4128	NCBITaxon:2030927	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D8QY12
4129	NCBITaxon:2030927	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A9D8R4F8
4130	NCBITaxon:1437446	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A421C849
4131	NCBITaxon:1473155	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A421CN16
4132	NCBITaxon:1597	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A422LKD8
4133	NCBITaxon:1597	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A422MAX2
4134	NCBITaxon:1437446	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A421C7W8
4135	NCBITaxon:1473155	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A421CN14
4136	NCBITaxon:3043332	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0AA95HWF1
4137	NCBITaxon:457570	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:B2A2E8
4139	NCBITaxon:986075	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:F5L5H9
4140	NCBITaxon:1582224	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2K1S7P5
4141	NCBITaxon:126739	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2N5RCS9
4143	NCBITaxon:1898104	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A942SAU5
4144	NCBITaxon:1506	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A943B8I3
4145	NCBITaxon:1506	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A943D048
4146	NCBITaxon:1898203	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A943C037
4147	NCBITaxon:2212469	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A946RXE5
4148	NCBITaxon:1123289	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A259UUZ3
4149	NCBITaxon:1954475	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7K3XLV3
4150	NCBITaxon:673271	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7W8HBW8
4151	NCBITaxon:1235793	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X5L357
4152	NCBITaxon:1235793	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7X5L1L1
4153	NCBITaxon:911092	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A117KVK0
4154	NCBITaxon:1184387	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A117M1F7
4155	NCBITaxon:1635277	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A117M7A0
4156	NCBITaxon:1797355	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1F3NHI1
4157	NCBITaxon:1797356	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1F3NI32
4158	NCBITaxon:1797368	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1F3PMJ6
4159	NCBITaxon:261474	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A4Y7RQG6
4160	NCBITaxon:1898104	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A522FFF5
4162	NCBITaxon:1899015	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A231NRG7
4163	NCBITaxon:28131	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A2D3L8W8
4164	NCBITaxon:2729105	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7Y0PN32
4165	NCBITaxon:1256208	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A829HAH5
4166	NCBITaxon:337097	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1D2YT11
4167	NCBITaxon:1038856	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1C7E6I6
4168	NCBITaxon:632773	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1D7QUJ1
4169	NCBITaxon:1798168	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1I6JV18
4170	NCBITaxon:1409	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A506QDI0
4171	NCBITaxon:2044936	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A524NYF9
4172	NCBITaxon:1913989	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A525CAN8
4173	NCBITaxon:498214	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:B1KSH0
4174	NCBITaxon:555079	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:D9RY84
4175	NCBITaxon:221799	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A365K701
4176	NCBITaxon:2293005	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A373TP25
4177	NCBITaxon:2293105	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A373VNX1
4178	NCBITaxon:2382160	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A3A9I4H7
4179	NCBITaxon:932217	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A844FE74
4180	NCBITaxon:121734	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A845L001
4181	NCBITaxon:1491	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A846J665
4192	NCBITaxon:1768210	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1V4DK93
4193	NCBITaxon:225345	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1V4ILS7
4194	NCBITaxon:1968525	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1W9P164
4195	NCBITaxon:1971636	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1W9SEU8
4196	NCBITaxon:1965635	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1Y3YLX7
4197	NCBITaxon:1232426	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1Y3XUR8
4198	NCBITaxon:1965632	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1Y4AB43
4199	NCBITaxon:1965623	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A1Y4CA68
4202	NCBITaxon:1496	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A6N3GBR9
4203	NCBITaxon:166486	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A6N3DEZ4
4204	NCBITaxon:2093812	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C0X8L7
4205	NCBITaxon:2049433	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C0WFF6
4206	NCBITaxon:2093812	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C0X981
4207	NCBITaxon:1879010	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C6SWW0
4208	NCBITaxon:1879010	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C6WBX1
4209	NCBITaxon:36854	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A7C7D3Y5
4210	NCBITaxon:1401068	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A096CJE9
4211	NCBITaxon:1401066	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A096D0N8
4212	NCBITaxon:2325	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A097ATE1
4213	NCBITaxon:1401075	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A096CVU4
4214	NCBITaxon:126740	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0F6ALJ3
4215	NCBITaxon:1664069	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0J6EKX4
4216	NCBITaxon:157733	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A0J6FU65
4217	NCBITaxon:39491	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:A0A414IUK2
4218	NCBITaxon:46506	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A414KV77
4219	NCBITaxon:329854	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A414L5J8
4221	NCBITaxon:2552189	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A4R5XSM9
4222	NCBITaxon:198484	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0A4R6BXE9
4223	NCBITaxon:1408	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:A0AAE4B8Z6
4224	NCBITaxon:451755	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:B1BQK5
4225	NCBITaxon:445971	RHEA:30071	biolink:has_participant	CHEBI:17968	UniprotKB:B1C6E5
4226	NCBITaxon:396513	RHEA:13585	biolink:has_participant	CHEBI:17968	UniprotKB:B9DNR8
